episode,t,finger,label,conf,dur,bg_votes,flagged
5,5.468929792,f1,grasp_stable,medium,,0.0,False
5,5.81029632,f0,grasp_stable,high,,0.0,False
5,5.876263424,f0,slip,high,0.14,1.0,False
5,6.735971328,f1,slip,medium,0.11,1.0,False
5,7.075625216,f1,slip,medium,0.11,1.0,False
5,10.370078208,f0,place,high,0.07,0.0,False
5,10.377006592,f1,place,high,0.08,0.0,False
5,10.410642176,f1,slip,high,0.15,0.0,False
5,10.443208192,f0,release,high,,0.0,False
5,10.45421184,f1,release,high,,0.0,False
5,9.8184871,f0,background,,,3.0,False
5,6.8800926,f0,background,,,4.0,True
5,7.9385735,f1,background,,,1.0,False
5,2.3457534,f1,background,,,7.0,True
6,4.632338176,f0,contact_onset,high,,0.0,False
6,4.797207296,f1,contact_onset,high,,0.0,False
6,4.940549632,f0,grasp_stable,high,,0.0,False
6,5.182768384,f1,grasp_stable,medium,,0.0,False
6,7.041391872,f1,slip,high,0.12,0.0,False
6,7.052908288,f1,release,high,,0.0,False
6,7.107131392,f0,place,high,0.03,0.0,False
6,7.140182016,f0,release,high,,0.0,False
6,9.7034627,f0,background,,,7.0,True
6,7.7507186,f0,background,,,7.0,True
6,10.0498425,f1,background,,,7.0,True
6,10.7696538,f1,background,,,7.0,True
7,4.466635776,f0,contact_onset,high,,0.0,False
7,4.640396544,f1,contact_onset,high,,0.0,False
7,4.926338304,f0,grasp_stable,medium,,3.0,False
7,5.401306112,f1,grasp_stable,medium,,1.0,False
7,7.634976256,f1,place,high,0.07,0.0,False
7,7.644516608,f0,place,high,0.13,0.0,False
7,7.701641728,f1,release,high,,0.0,False
7,7.775981312,f0,release,high,,0.0,False
7,10.110986067,f0,background,,,7.0,True
7,3.937503867,f0,background,,,7.0,True
7,6.512669567,f1,background,,,1.0,False
7,6.116575067,f1,background,,,3.0,False
8,3.795372544,f0,contact_onset,high,,0.0,False
8,3.871493632,f1,contact_onset,high,,0.0,False
8,4.081022208,f1,slip,high,0.05,0.0,False
8,4.095550976,f0,grasp_stable,high,,0.0,False
8,4.399862272,f1,grasp_stable,medium,,4.0,True
8,7.197106688,f1,place,high,0.04,0.0,False
8,7.229600256,f1,slip,high,0.12,0.0,False
8,7.238676224,f0,place,high,0.03,0.0,False
8,7.238676224,f1,release,high,,0.0,False
8,7.271817472,f0,release,high,,0.0,False
8,4.7030895,f0,background,,,4.0,True
8,9.8758327,f0,background,,,7.0,True
8,7.8723393,f1,background,,,7.0,True
8,0.9840618,f1,background,,,7.0,True
9,3.78585344,f0,contact_onset,medium,,0.0,False
9,3.951207424,f1,contact_onset,high,,0.0,False
9,4.225680128,f0,grasp_stable,medium,,4.0,True
9,4.32524416,f1,grasp_stable,medium,,0.0,False
9,6.823251456,f1,place,high,0.08,0.0,False
9,6.900030464,f1,release,high,,0.0,False
9,6.922113024,f0,release,high,,0.0,False
9,0.8518111,f0,background,,,7.0,True
9,2.194774,f0,background,,,7.0,True
9,9.8870666,f1,background,,,7.0,True
9,5.6506093,f1,background,,,1.0,False
10,4.7753344,f0,contact_onset,high,,0.0,False
10,4.785848832,f1,contact_onset,high,,0.0,False
10,5.149741824,f0,grasp_stable,medium,,3.0,False
10,5.171403008,f1,grasp_stable,medium,,0.0,False
10,8.307451136,f1,place,high,0.04,0.0,False
10,8.318450432,f0,place,high,0.08,0.0,False
10,8.318450432,f1,slip,high,0.15,0.0,False
10,8.340621568,f0,place,high,0.3,0.0,False
10,8.340621568,f1,place,high,0.3,0.0,False
10,8.351624704,f1,release,high,,0.0,False
10,8.397904128,f0,release,high,,0.0,False
10,9.3589137,f0,background,,,7.0,True
10,3.0757006,f0,background,,,7.0,True
10,10.7239848,f1,background,,,7.0,True
10,3.8568741,f1,background,,,7.0,True
11,3.894759936,f0,contact_onset,high,,0.0,False
11,3.928380416,f1,contact_onset,high,,0.0,False
11,4.302080512,f1,grasp_stable,medium,,0.0,False
11,4.53362176,f0,grasp_stable,medium,,3.0,False
11,6.910174976,f1,place,high,0.03,0.0,False
11,6.92060288,f0,place,high,0.03,0.0,False
11,6.943298304,f1,release,high,,0.0,False
11,6.954380288,f0,release,high,,0.0,False
11,3.077573834,f0,background,,,7.0,True
11,5.179561134,f0,background,,,4.0,True
11,2.153336234,f1,background,,,7.0,True
11,3.253878434,f1,background,,,7.0,True
12,5.735463424,f0,contact_onset,high,,0.0,False
12,5.776141824,f1,contact_onset,high,,0.0,False
12,6.095099392,f0,grasp_stable,medium,,2.0,False
12,6.150174464,f1,grasp_stable,medium,,0.0,False
12,9.176327936,f1,slip,high,0.13,0.0,False
12,9.203516672,f1,release,high,,0.0,False
12,9.286090496,f0,release,high,,0.0,False
12,7.041088767,f0,background,,,5.0,True
12,1.979668067,f0,background,,,7.0,True
12,10.037144367,f1,background,,,7.0,True
12,13.754748867,f1,background,,,7.0,True
13,4.609588736,f0,contact_onset,high,,0.0,False
13,4.700681728,f1,contact_onset,high,,0.0,False
13,4.95113216,f0,grasp_stable,medium,,1.0,False
13,5.016671744,f0,slip,medium,0.17,4.0,True
13,5.171986944,f1,slip,medium,0.11,0.0,False
13,5.467962112,f1,grasp_stable,medium,,0.0,False
13,5.589040896,f1,slip,medium,0.35,1.0,False
13,6.050744576,f1,slip,medium,0.21,2.0,False
13,6.38167936,f1,slip,medium,0.11,1.0,False
13,6.623309568,f1,slip,medium,0.64,0.0,False
13,7.107271424,f1,place,medium,0.1,0.0,False
13,7.2065088,f1,release,high,,0.0,False
13,7.261165312,f0,release,high,,0.0,False
13,8.286861067,f0,background,,,7.0,True
13,1.806627767,f0,background,,,7.0,True
13,8.870107767,f1,background,,,7.0,True
13,1.519643867,f1,background,,,7.0,True
14,4.243282176,f0,contact_onset,high,,0.0,False
14,4.376137984,f1,contact_onset,medium,,0.0,False
14,4.540360192,f0,grasp_stable,high,,1.0,False
14,4.58490624,f1,slip,high,0.22,0.0,False
14,4.90356352,f1,grasp_stable,medium,,0.0,False
14,7.148081152,f1,place,high,0.08,0.0,False
14,7.1816192,f1,slip,high,0.14,0.0,False
14,7.225153792,f1,release,high,,0.0,False
14,7.23669504,f0,release,high,,0.0,False
14,1.340455034,f0,background,,,7.0,True
14,0.834917234,f0,background,,,7.0,True
14,3.342228934,f1,background,,,7.0,True
14,6.038555634,f1,background,,,1.0,False
15,4.07067904,f0,contact_onset,high,,0.0,False
15,4.224786688,f1,contact_onset,medium,,0.0,False
15,4.378367232,f0,grasp_stable,medium,,0.0,False
15,4.587423488,f1,grasp_stable,medium,,0.0,False
15,5.093607424,f0,slip,medium,0.11,0.0,False
15,5.665860096,f1,slip,medium,0.11,0.0,False
15,5.786477568,f1,slip,medium,0.28,1.0,False
15,6.370200832,f1,slip,medium,0.36,0.0,False
15,7.635597312,f0,slip,medium,0.11,3.0,False
15,7.701759232,f1,place,high,0.05,0.0,False
15,7.745430528,f1,slip,high,0.12,0.0,False
15,7.756694528,f1,release,high,,0.0,False
15,7.778296064,f0,place,high,0.2,0.0,False
15,7.84448512,f0,slip,high,0.11,0.0,False
15,7.976232192,f0,release,medium,,1.0,False
15,0.982192567,f0,background,,,7.0,True
15,7.036333367,f0,background,,,4.0,True
15,0.608845267,f1,background,,,7.0,True
15,10.081411867,f1,background,,,7.0,True
16,6.073047808,f0,contact_onset,high,,0.0,False
16,6.370647808,f0,grasp_stable,medium,,0.0,False
16,6.634627072,f1,contact_onset,high,,0.0,False
16,6.83511424,f1,slip,high,0.12,0.0,False
16,7.035298048,f1,grasp_stable,medium,,0.0,False
16,8.295479296,f0,place,high,0.18,0.0,False
16,8.317326848,f1,place,high,0.06,0.0,False
16,8.351067648,f1,slip,high,0.13,0.0,False
16,8.372594432,f1,release,high,,0.0,False
16,8.406115072,f0,place,high,0.3,0.0,False
16,8.472244736,f0,release,high,,0.0,False
16,5.0845898,f0,background,,,7.0,True
16,10.3044823,f0,background,,,7.0,True
16,9.8594972,f1,background,,,7.0,True
16,0.804294,f1,background,,,7.0,True
17,4.271081984,f0,contact_onset,medium,,0.0,False
17,4.325700096,f1,contact_onset,medium,,0.0,False
17,4.5564864,f1,slip,high,0.33,0.0,False
17,4.577993472,f0,grasp_stable,high,,0.0,False
17,5.282453248,f1,slip,medium,0.11,0.0,False
17,5.304955904,f1,grasp_stable,medium,,0.0,False
17,5.84411648,f1,slip,medium,0.07,2.0,False
17,6.074904832,f1,slip,medium,0.14,2.0,False
17,7.142100224,f1,slip,medium,0.26,2.0,False
17,7.879544832,f1,slip,medium,0.11,2.0,False
17,8.120804096,f1,slip,medium,0.13,1.0,False
17,8.35216768,f1,slip,medium,0.37,0.0,False
17,8.54019072,f1,place,high,0.08,0.0,False
17,8.561197056,f0,place,high,0.1,0.0,False
17,8.616594688,f1,release,high,,0.0,False
17,8.660252672,f0,release,high,,0.0,False
17,11.337283234,f0,background,,,7.0,True
17,12.261471434,f0,background,,,7.0,True
17,2.578103334,f1,background,,,7.0,True
17,0.938987334,f1,background,,,7.0,True
18,3.455421184,f1,contact_onset,high,,0.0,False
18,3.488010752,f0,contact_onset,high,,0.0,False
18,3.751969792,f1,slip,high,0.3,0.0,False
18,3.818125056,f0,grasp_stable,high,,0.0,False
18,4.105108224,f1,grasp_stable,medium,,1.0,False
18,6.77823104,f0,place,high,0.13,0.0,False
18,6.78927232,f1,place,high,0.07,0.0,False
18,6.81098752,f1,slip,high,0.16,0.0,False
18,6.85544704,f1,release,high,,0.0,False
18,6.909538048,f0,release,high,,0.0,False
18,2.1378508,f0,background,,,7.0,True
18,9.6757428,f0,background,,,7.0,True
18,9.6308045,f1,background,,,7.0,True
18,8.8709114,f1,background,,,7.0,True
19,3.322421504,f1,contact_onset,medium,,1.0,False
19,3.667449088,f1,drop,low,,0.0,False
19,3.7406272,f0,contact_onset,medium,,0.0,False
19,4.037799936,f0,grasp_stable,medium,,0.0,False
19,4.202621184,f1,contact_onset,high,,0.0,False
19,4.60115584,f1,grasp_stable,medium,,0.0,False
19,6.139693312,f1,place,high,0.04,0.0,False
19,6.150696192,f0,place,high,0.06,0.0,False
19,6.150696192,f1,slip,high,0.14,0.0,False
19,6.173184512,f0,slip,high,0.14,0.0,False
19,6.183197184,f1,release,high,,0.0,False
19,6.205912832,f0,release,high,,0.0,False
19,9.574393167,f0,background,,,7.0,True
19,1.991997967,f0,background,,,7.0,True
19,8.715702067,f1,background,,,7.0,True
19,0.583317867,f1,background,,,7.0,True
20,3.794769664,f0,contact_onset,high,,0.0,False
20,3.839272192,f1,contact_onset,high,,0.0,False
20,4.146629376,f0,grasp_stable,medium,,0.0,False
20,4.234407168,f0,slip,medium,0.11,1.0,False
20,4.377690112,f1,grasp_stable,medium,,1.0,False
20,4.568493568,f1,slip,high,0.11,0.0,False
20,4.575940608,f0,slip,high,0.37,1.0,False
20,4.701431808,f1,slip,high,0.14,3.0,False
20,5.026797312,f0,slip,medium,0.61,4.0,True
20,5.929430272,f0,slip,medium,0.11,0.0,False
20,6.060930816,f1,slip,high,0.14,0.0,False
20,6.093376256,f1,release,high,,0.0,False
20,6.137593344,f0,place,high,0.09,1.0,False
20,6.225714176,f0,release,medium,,0.0,False
20,7.723905234,f0,background,,,7.0,True
20,7.096834234,f0,background,,,7.0,True
20,9.462807034,f1,background,,,7.0,True
20,1.959040934,f1,background,,,7.0,True
21,3.84041728,f1,contact_onset,medium,,0.0,False
21,4.169974528,f1,grasp_stable,medium,,0.0,False
21,4.45591808,f1,drop,low,,0.0,False
21,7.283561472,f1,contact_onset,high,,0.0,False
21,7.668626688,f1,grasp_stable,medium,,0.0,False
21,7.800499712,f1,slip,medium,0.11,1.0,False
21,7.889139712,f0,contact_onset,medium,,0.0,False
21,8.537834752,f1,slip,medium,0.31,0.0,False
21,8.791058176,f0,grasp_stable,medium,,1.0,False
21,9.099340544,f1,slip,medium,0.16,0.0,False
21,12.025198336,f1,slip,medium,0.25,0.0,False
21,12.587315456,f0,place,medium,0.14,0.0,False
21,12.708498688,f1,place,high,0.16,0.0,False
21,12.730677504,f0,release,high,,0.0,False
21,12.873226752,f1,release,medium,,0.0,False
21,6.137507334,f0,background,,,7.0,True
21,6.312361234,f0,background,,,7.0,True
21,15.499486034,f1,background,,,7.0,True
21,11.142026734,f1,background,,,2.0,False
22,6.029562112,f1,contact_onset,medium,,2.0,False
22,6.249356288,f1,slip,medium,0.13,3.0,False
22,6.435804672,f1,slip,high,0.25,0.0,False
22,6.7219968,f0,contact_onset,high,,0.0,False
22,6.952553728,f1,grasp_stable,medium,,0.0,False
22,6.975186944,f0,slip,medium,0.17,0.0,False
22,7.50351616,f0,grasp_stable,high,,1.0,False
22,7.569043968,f0,slip,high,0.39,1.0,False
22,7.623710208,f1,slip,high,0.75,1.0,False
22,8.263200256,f0,slip,medium,0.14,1.0,False
22,8.482422272,f1,slip,medium,0.2,1.0,False
22,8.768678656,f0,slip,medium,0.23,0.0,False
22,8.768678656,f1,slip,medium,0.15,1.0,False
22,8.878792448,f0,place,high,0.69,1.0,False
22,9.308082432,f1,slip,medium,0.27,1.0,False
22,9.571307008,f0,release,high,,5.0,True
22,9.8581888,f1,release,high,,4.0,True
22,4.648745067,f0,background,,,7.0,True
22,11.350160467,f0,background,,,7.0,True
22,0.357346367,f1,background,,,7.0,True
22,2.261618467,f1,background,,,7.0,True
22,10.764146176,f1,sensor_residual,low,,5.0,True
23,7.811385344,f1,contact_onset,medium,,0.0,False
23,7.93570688,f0,contact_onset,high,,0.0,False
23,8.240842496,f1,grasp_stable,medium,,0.0,False
23,8.32948608,f0,slip,medium,0.08,0.0,False
23,8.438993664,f1,slip,medium,0.18,0.0,False
23,8.57093248,f0,grasp_stable,medium,,3.0,False
23,8.758445824,f1,slip,medium,0.22,0.0,False
23,9.186976256,f1,slip,medium,0.29,0.0,False
23,9.715447296,f1,slip,medium,0.19,0.0,False
23,9.935794432,f1,slip,medium,0.42,0.0,False
23,10.386760704,f1,slip,medium,0.29,0.0,False
23,10.759961856,f1,slip,high,0.42,0.0,False
23,10.870431744,f0,slip,high,0.19,2.0,False
23,11.22255104,f0,slip,medium,0.11,0.0,False
23,11.684828416,f0,slip,medium,0.14,0.0,False
23,11.707302656,f0,place,medium,0.16,0.0,False
23,11.87156096,f0,release,high,,0.0,False
23,1.8496357,f0,background,,,7.0,True
23,5.0844612,f0,background,,,7.0,True
23,12.9843583,f1,background,,,4.0,True
23,12.1482309,f1,background,,,0.0,False
24,1.532199424,f1,contact_onset,medium,,4.0,True
24,4.932541952,f1,place,medium,0.29,2.0,False
24,4.999571712,f1,grasp_stable,medium,,1.0,False
24,6.28237824,f1,slip,high,0.13,0.0,False
24,6.55789696,f0,contact_onset,medium,,5.0,True
24,7.39318144,f0,slip,high,0.11,0.0,False
24,8.284679936,f0,grasp_stable,medium,,3.0,False
24,11.079071744,f0,place,medium,0.43,3.0,False
24,11.167629824,f0,slip,medium,0.11,1.0,False
24,11.486356992,f1,place,high,0.49,0.0,False
24,11.507914496,f0,release,high,,0.0,False
24,11.98095744,f1,release,medium,,4.0,True
24,13.0626928,f0,background,,,7.0,True
24,3.5456126,f0,background,,,7.0,True
24,4.2716612,f1,background,,,3.0,False
24,13.5138796,f1,background,,,6.0,True
25,8.578947328,f1,contact_onset,medium,,0.0,False
25,8.735335424,f0,contact_onset,high,,0.0,False
25,8.809527552,f1,slip,high,0.39,0.0,False
25,8.974167296,f0,slip,medium,0.17,0.0,False
25,9.172264192,f0,slip,medium,0.28,1.0,False
25,9.227492352,f1,grasp_stable,medium,,4.0,True
25,9.3485888,f1,slip,medium,0.12,4.0,True
25,9.557983744,f0,grasp_stable,medium,,2.0,False
25,9.61302272,f1,slip,medium,0.21,3.0,False
25,10.053131264,f1,slip,medium,0.16,4.0,True
25,10.316756736,f0,slip,medium,0.18,2.0,False
25,10.38260608,f1,slip,medium,0.45,2.0,False
25,10.86871424,f0,slip,medium,0.15,0.0,False
25,11.010113024,f1,slip,medium,0.11,4.0,True
25,11.384387584,f1,place,medium,0.3,2.0,False
25,11.681496832,f1,drop,low,,0.0,False
25,13.738377216,f0,slip,medium,0.11,2.0,False
25,13.970428928,f0,place,high,0.21,0.0,False
25,14.112524544,f1,contact_onset,medium,,7.0,True
25,14.178759168,f0,release,medium,,0.0,False
25,12.0125118,f0,background,,,3.0,False
25,12.5410442,f0,background,,,4.0,True
25,16.0289423,f1,background,,,6.0,True
25,16.9969825,f1,background,,,5.0,True
25,11.681496832,f1,finger_unload,high,,0.0,False
25,14.112524544,f1,phantom,low,,7.0,True
25,15.53738496,f1,phantom,low,,5.0,True
25,16.576724736,f1,phantom,low,,4.0,True
26,4.45601408,f1,contact_onset,high,,0.0,False
26,4.47853056,f0,contact_onset,high,,0.0,False
26,4.863584768,f1,grasp_stable,medium,,0.0,False
26,4.951549952,f0,grasp_stable,medium,,0.0,False
26,8.472310272,f1,place,medium,0.6,0.0,False
26,8.496881664,f0,place,medium,0.56,3.0,False
26,8.967454976,f1,slip,high,0.2,0.0,False
26,9.055746048,f0,release,high,,0.0,False
26,9.077163776,f1,release,high,,0.0,False
26,9.7440586,f0,background,,,7.0,True
26,6.4875101,f0,background,,,3.0,False
26,5.464024,f1,background,,,0.0,False
26,1.0954377,f1,background,,,7.0,True
27,6.469467648,f1,contact_onset,high,,0.0,False
27,6.778479104,f1,grasp_stable,medium,,1.0,False
27,7.316766976,f0,contact_onset,high,,0.0,False
27,8.16374784,f0,grasp_stable,medium,,5.0,True
27,8.417952,f1,slip,medium,0.15,1.0,False
27,8.736561664,f1,slip,medium,0.26,2.0,False
27,9.517322752,f1,slip,medium,0.12,2.0,False
27,10.6177408,f1,slip,medium,0.26,0.0,False
27,10.963121664,f0,place,high,0.15,0.0,False
27,11.035845888,f1,release,high,,0.0,False
27,11.0476608,f0,place,high,0.3,0.0,False
27,11.113545472,f0,release,high,,0.0,False
27,13.342395167,f0,background,,,7.0,True
27,0.701075367,f0,background,,,7.0,True
27,0.412989867,f1,background,,,7.0,True
27,3.868726867,f1,background,,,7.0,True
28,5.652334848,f1,contact_onset,medium,,7.0,True
28,6.477675264,f0,contact_onset,high,,0.0,False
28,6.741746944,f1,slip,medium,0.3,0.0,False
28,6.88447872,f0,grasp_stable,medium,,2.0,False
28,7.104553216,f1,grasp_stable,high,,1.0,False
28,7.390952704,f1,slip,medium,0.11,3.0,False
28,8.193837824,f1,slip,medium,0.36,2.0,False
28,9.657029632,f1,slip,medium,0.19,2.0,False
28,12.012353536,f1,slip,medium,0.48,0.0,False
28,12.375126784,f0,place,high,0.07,0.0,False
28,12.442349056,f0,release,high,,0.0,False
28,3.3431379,f0,background,,,7.0,True
28,7.6559773,f0,background,,,2.0,False
28,3.3025956,f1,background,,,7.0,True
28,4.3030319,f1,background,,,7.0,True
29,5.479411456,f1,contact_onset,high,,0.0,False
29,5.544688128,f0,contact_onset,high,,0.0,False
29,5.897380352,f1,grasp_stable,medium,,1.0,False
29,6.01785344,f0,grasp_stable,medium,,1.0,False
29,6.149693184,f1,slip,medium,0.11,4.0,True
29,9.629634048,f0,place,medium,0.22,0.0,False
29,9.736329472,f0,place,high,0.3,0.0,False
29,9.736329472,f1,place,high,0.3,0.0,False
29,9.780985344,f1,place,high,0.15,0.0,False
29,9.846579456,f0,release,high,,1.0,False
29,9.934955008,f1,release,high,,0.0,False
29,2.936378734,f0,background,,,7.0,True
29,2.406210234,f0,background,,,7.0,True
29,7.378367034,f1,background,,,2.0,False
29,10.491916134,f1,background,,,7.0,True
30,6.027974144,f1,contact_onset,high,,0.0,False
30,6.511808256,f1,grasp_stable,medium,,0.0,False
30,6.787225856,f0,contact_onset,high,,0.0,False
30,6.908107008,f1,slip,high,0.21,2.0,False
30,7.23935616,f1,slip,medium,0.38,1.0,False
30,7.24936064,f0,slip,medium,0.11,1.0,False
30,7.535212544,f0,grasp_stable,medium,,4.0,True
30,7.701008896,f1,slip,medium,0.4,0.0,False
30,8.00918656,f0,slip,medium,0.11,5.0,True
30,8.29526528,f1,slip,medium,0.11,0.0,False
30,8.877760512,f1,slip,medium,0.14,1.0,False
30,8.910340352,f0,slip,medium,0.21,4.0,True
30,9.05428992,f1,slip,medium,0.18,1.0,False
30,9.472383232,f1,slip,medium,0.11,1.0,False
30,9.62602624,f1,slip,medium,0.44,1.0,False
30,9.92276352,f1,place,high,0.03,0.0,False
30,9.955927296,f1,release,high,,0.0,False
30,9.968768512,f0,place,high,0.05,0.0,False
30,10.022299904,f0,release,high,,0.0,False
30,5.489636034,f0,background,,,7.0,True
30,12.179701034,f0,background,,,7.0,True
30,4.257497434,f1,background,,,5.0,True
30,3.960869534,f1,background,,,7.0,True
31,4.26793984,f1,contact_onset,high,,0.0,False
31,4.531886336,f1,slip,medium,0.1,0.0,False
31,4.565400064,f1,grasp_stable,medium,,0.0,False
31,5.030293504,f1,release,high,,0.0,False
31,6.556446976,f1,contact_onset,medium,,0.0,False
31,6.97404928,f1,grasp_stable,medium,,0.0,False
31,7.130332672,f1,slip,medium,0.12,0.0,False
31,7.139332864,f1,release,medium,,0.0,False
31,8.614105344,f1,contact_onset,high,,0.0,False
31,8.844951552,f1,slip,medium,0.11,0.0,False
31,8.976912384,f1,grasp_stable,medium,,0.0,False
31,9.087475456,f1,slip,medium,0.11,2.0,False
31,9.45033088,f1,slip,medium,0.17,0.0,False
31,9.582215168,f0,contact_onset,medium,,0.0,False
31,9.780250624,f1,slip,high,0.3,1.0,False
31,9.791248128,f0,slip,high,0.34,0.0,False
31,10.14334464,f0,grasp_stable,medium,,1.0,False
31,12.344103936,f1,place,high,0.05,1.0,False
31,12.35517568,f0,release,high,,0.0,False
31,12.35517568,f1,slip,high,0.12,1.0,False
31,12.398532864,f1,release,high,,0.0,False
31,5.3628315,f0,background,,,7.0,True
31,13.5047316,f0,background,,,7.0,True
31,14.0117365,f1,background,,,7.0,True
31,13.2192647,f1,background,,,7.0,True
32,4.67475584,f1,contact_onset,high,,0.0,False
32,5.114843648,f1,grasp_stable,medium,,0.0,False
32,6.501423872,f1,release,medium,,0.0,False
32,6.90940416,f1,contact_onset,medium,,0.0,False
32,7.437228288,f1,grasp_stable,medium,,0.0,False
32,7.736352768,f0,contact_onset,high,,0.0,False
32,7.943266304,f0,slip,medium,0.09,0.0,False
32,8.16325632,f0,grasp_stable,high,,0.0,False
32,8.218092544,f0,slip,high,0.19,0.0,False
32,8.373005568,f1,slip,high,0.15,1.0,False
32,10.980408064,f0,slip,medium,0.11,4.0,True
32,11.112703232,f1,slip,medium,0.12,2.0,False
32,12.641703168,f1,place,high,0.04,0.0,False
32,12.652717568,f1,slip,high,0.14,0.0,False
32,12.685794304,f1,release,high,,0.0,False
32,12.69688576,f0,place,high,0.08,0.0,False
32,12.774416384,f0,release,high,,0.0,False
32,2.6072233,f0,background,,,7.0,True
32,9.2202817,f0,background,,,4.0,True
